Voltage U1	Corriente IA
U1/V	IA/nA

7,00	0,15
7,03	0,17
7,05	0,18
7,08	0,17
7,10	0,18
7,13	0,18
7,15	0,19
7,17	0,18
7,20	0,17
7,22	0,17
7,25	0,17
7,27	0,16
7,30	0,16
7,32	0,16
7,35	0,16
7,37	0,16
7,39	0,16
7,42	0,16
7,44	0,16
7,47	0,15
7,49	0,15
7,52	0,16
7,54	0,16
7,57	0,15
7,59	0,15
7,61	0,15
7,64	0,17
7,66	0,17
7,69	0,17
7,71	0,17
7,74	0,18
7,76	0,18
7,78	0,18
7,81	0,17
7,83	0,17
7,86	0,17
7,88	0,17
7,91	0,16
7,93	0,16
7,96	0,16
7,98	0,16
8,00	0,16
8,03	0,17
8,05	0,16
8,08	0,15
8,10	0,15
8,13	0,15
8,15	0,15
8,18	0,14
8,20	0,14
8,22	0,14
8,25	0,17
8,27	0,17
8,30	0,17
8,32	0,17
8,35	0,18
8,37	0,18
8,40	0,18
8,42	0,16
8,44	0,17
8,47	0,16
8,49	0,17
8,52	0,16
8,54	0,18
8,57	0,17
8,59	0,17
8,62	0,16
8,64	0,17
8,66	0,16
8,69	0,15
8,71	0,15
8,74	0,16
8,76	0,15
8,79	0,17
8,81	0,14
8,84	0,17
8,86	0,18
8,88	0,19
8,91	0,16
8,93	0,18
8,96	0,17
8,98	0,19
9,01	0,17
9,03	0,18
9,05	0,16
9,08	0,19
9,10	0,16
9,13	0,18
9,15	0,16
9,18	0,18
9,20	0,15
9,23	0,18
9,25	0,16
9,27	0,18
9,30	0,15
9,32	0,18
9,35	0,16
9,37	0,18
9,40	0,14
9,42	0,17
9,45	0,14
9,47	0,19
9,49	0,15
9,52	0,18
9,54	0,16
9,57	0,20
9,59	0,17
9,62	0,20
9,64	0,16
9,67	0,19
9,69	0,16
9,71	0,18
9,74	0,15
9,76	0,18
9,79	0,15
9,81	0,18
9,84	0,13
9,86	0,15
9,89	0,14
9,91	0,14
9,93	0,13
9,96	0,14
9,98	0,13
10,01	0,14
10,03	0,13
10,06	0,14
10,08	0,15
10,10	0,15
10,13	0,15
10,15	0,16
10,18	0,18
10,20	0,18
10,23	0,18
10,25	0,17
10,28	0,18
10,30	0,17
10,32	0,17
10,35	0,15
10,37	0,17
10,40	0,16
10,42	0,17
10,45	0,15
10,47	0,16
10,50	0,15
10,52	0,15
10,54	0,13
10,57	0,15
10,59	0,13
10,62	0,15
10,64	0,12
10,67	0,15
10,69	0,14
10,72	0,15
10,74	0,14
10,76	0,16
10,79	0,17
10,81	0,18
10,84	0,17
10,86	0,18
10,89	0,19
10,91	0,18
10,94	0,18
10,96	0,17
10,98	0,16
11,01	0,16
11,03	0,17
11,06	0,16
11,08	0,16
11,11	0,17
11,13	0,16
11,15	0,15
11,18	0,16
11,20	0,15
11,23	0,14
11,25	0,14
11,28	0,15
11,30	0,16
11,33	0,15
11,35	0,16
11,37	0,16
11,40	0,18
11,42	0,18
11,45	0,17
11,47	0,17
11,50	0,18
11,52	0,18
11,55	0,17
11,57	0,17
11,59	0,17
11,62	0,18
11,64	0,17
11,67	0,17
11,69	0,18
11,72	0,18
11,74	0,17
11,77	0,17
11,79	0,17
11,81	0,18
11,84	0,16
11,86	0,16
11,89	0,16
11,91	0,17
11,94	0,16
11,96	0,16
11,99	0,15
12,01	0,18
12,03	0,17
12,06	0,19
12,08	0,18
12,11	0,20
12,13	0,18
12,16	0,20
12,18	0,17
12,21	0,20
12,23	0,18
12,25	0,20
12,28	0,17
12,30	0,19
12,33	0,17
12,35	0,19
12,38	0,15
12,40	0,18
12,42	0,15
12,45	0,17
12,47	0,15
12,50	0,17
12,52	0,15
12,55	0,17
12,57	0,14
12,60	0,17
12,62	0,17
12,64	0,19
12,67	0,16
12,69	0,19
12,72	0,18
12,74	0,20
12,77	0,17
12,79	0,19
12,82	0,17
12,84	0,20
12,86	0,17
12,89	0,19
12,91	0,17
12,94	0,19
12,96	0,17
12,99	0,19
13,01	0,16
13,04	0,19
13,06	0,15
13,08	0,18
13,11	0,15
13,13	0,17
13,16	0,14
13,18	0,16
13,21	0,14
13,23	0,18
13,26	0,16
13,28	0,18
13,30	0,17
13,33	0,20
13,35	0,18
13,38	0,19
13,40	0,17
13,43	0,18
13,45	0,18
13,47	0,18
13,50	0,17
13,52	0,18
13,55	0,19
13,57	0,18
13,60	0,19
13,62	0,18
13,65	0,18
13,67	0,16
13,69	0,17
13,72	0,16
13,74	0,17
13,77	0,15
13,79	0,17
13,82	0,16
13,84	0,20
13,87	0,17
13,89	0,20
13,91	0,17
13,94	0,21
13,96	0,18
13,99	0,20
14,01	0,16
14,04	0,20
14,06	0,17
14,09	0,21
14,11	0,17
14,13	0,21
14,16	0,18
14,18	0,21
14,21	0,18
14,23	0,21
14,26	0,18
14,28	0,19
14,31	0,16
14,33	0,17
14,35	0,16
14,38	0,16
14,40	0,15
14,43	0,17
14,45	0,17
14,48	0,18
14,50	0,19
14,52	0,18
14,55	0,20
14,57	0,20
14,60	0,19
14,62	0,18
14,65	0,19
14,67	0,19
14,70	0,19
14,72	0,18
14,74	0,19
14,77	0,20
14,79	0,19
14,82	0,19
14,84	0,19
14,87	0,19
14,89	0,18
14,92	0,17
14,94	0,17
14,96	0,17
14,99	0,16
15,01	0,16
15,04	0,17
15,06	0,17
15,09	0,17
15,11	0,16
15,14	0,18
15,16	0,19
15,18	0,20
15,21	0,18
15,23	0,20
15,26	0,20
15,28	0,21
15,31	0,20
15,33	0,20
15,36	0,19
15,38	0,21
15,40	0,19
15,43	0,20
15,45	0,19
15,48	0,21
15,50	0,17
15,53	0,20
15,55	0,18
15,57	0,20
15,60	0,16
15,62	0,19
15,65	0,16
15,67	0,20
15,70	0,17
15,72	0,19
15,75	0,17
15,77	0,22
15,79	0,19
15,82	0,22
15,84	0,19
15,87	0,23
15,89	0,20
15,92	0,22
15,94	0,18
15,97	0,22
15,99	0,18
16,01	0,21
16,04	0,18
16,06	0,21
16,09	0,18
16,11	0,20
16,14	0,18
16,16	0,21
16,19	0,18
16,21	0,21
16,23	0,18
16,26	0,21
16,28	0,19
16,31	0,21
16,33	0,18
16,36	0,21
16,38	0,20
16,41	0,22
16,43	0,20
16,45	0,22
16,48	0,21
16,50	0,23
16,53	0,21
16,55	0,21
16,58	0,20
16,60	0,21
16,63	0,20
16,65	0,20
16,67	0,20
16,70	0,21
16,72	0,21
16,75	0,20
16,77	0,21
16,80	0,20
16,82	0,19
16,84	0,18
16,87	0,19
16,89	0,18
16,92	0,18
16,94	0,17
16,97	0,19
16,99	0,21
17,02	0,21
17,04	0,20
17,06	0,22
17,09	0,22
17,11	0,23
17,14	0,21
17,16	0,22
17,19	0,20
17,21	0,23
17,24	0,21
17,26	0,23
17,28	0,21
17,31	0,23
17,33	0,21
17,36	0,23
17,38	0,21
17,41	0,23
17,43	0,19
17,46	0,22
17,48	0,19
17,50	0,22
17,53	0,20
17,55	0,22
17,58	0,20
17,60	0,25
17,63	0,21
17,65	0,25
17,68	0,22
17,70	0,26
17,72	0,23
17,75	0,26
17,77	0,22
17,80	0,25
17,82	0,23
17,85	0,25
17,87	0,22
17,89	0,24
17,92	0,21
17,94	0,23
17,97	0,22
17,99	0,24
18,02	0,23
18,04	0,24
18,07	0,23
18,09	0,25
18,11	0,23
18,14	0,22
18,16	0,22
18,19	0,23
18,21	0,26
18,24	0,25
18,26	0,25
18,29	0,25
18,31	0,27
18,33	0,26
18,36	0,25
18,38	0,24
18,41	0,26
18,43	0,25
18,46	0,25
18,48	0,24
18,51	0,24
18,53	0,24
18,55	0,24
18,58	0,23
18,60	0,24
18,63	0,23
18,65	0,22
18,68	0,21
18,70	0,22
18,73	0,21
18,75	0,22
18,77	0,21
18,80	0,23
18,82	0,24
18,85	0,24
18,87	0,23
18,90	0,24
18,92	0,25
18,94	0,25
18,97	0,25
18,99	0,26
19,02	0,25
19,04	0,27
19,07	0,26
19,09	0,26
19,12	0,25
19,14	0,26
19,16	0,23
19,19	0,26
19,21	0,24
19,24	0,26
19,26	0,22
19,29	0,25
19,31	0,22
19,34	0,25
19,36	0,21
19,38	0,24
19,41	0,21
19,43	0,25
19,46	0,22
19,48	0,25
19,51	0,23
19,53	0,28
19,56	0,25
19,58	0,28
19,60	0,25
19,63	0,28
19,65	0,26
19,68	0,29
19,70	0,25
19,73	0,28
19,75	0,25
19,78	0,28
19,80	0,25
19,82	0,27
19,85	0,24
19,87	0,25
19,90	0,24
19,92	0,25
19,95	0,24
19,97	0,25
19,99	0,25
20,02	0,26
20,04	0,27
20,07	0,26
20,09	0,26
20,12	0,25
20,14	0,27
20,17	0,26
20,19	0,27
20,21	0,25
20,24	0,27
20,26	0,24
20,29	0,25
20,31	0,23
20,34	0,25
20,36	0,23
20,39	0,25
20,41	0,23
20,43	0,28
20,46	0,26
20,48	0,26
20,51	0,24
20,53	0,28
20,56	0,25
20,58	0,27
20,61	0,24
20,63	0,27
20,65	0,26
20,68	0,28
20,70	0,25
20,73	0,27
20,75	0,27
20,78	0,30
20,80	0,27
20,83	0,30
20,85	0,28
20,87	0,30
20,90	0,28
20,92	0,29
20,95	0,26
20,97	0,29
21,00	0,26
21,02	0,28
21,05	0,26
21,07	0,28
21,09	0,26
21,12	0,29
21,14	0,26
21,17	0,29
21,19	0,25
21,22	0,28
21,24	0,26
21,26	0,28
21,29	0,25
21,31	0,27
21,34	0,25
21,36	0,29
21,39	0,26
21,41	0,28
21,44	0,26
21,46	0,30
21,48	0,27
21,51	0,30
21,53	0,27
21,56	0,29
21,58	0,23
21,61	0,31
21,63	0,31
21,66	0,32
21,68	0,31
21,70	0,31
21,73	0,32
21,75	0,35
21,78	0,29
21,80	0,26
21,83	0,27
21,85	0,27
21,88	0,27
21,90	0,25
21,92	0,27
21,95	0,26
21,97	0,29
22,00	0,28
22,02	0,29
22,05	0,27
22,07	0,30
22,10	0,29
22,12	0,30
22,14	0,28
22,17	0,29
22,19	0,29
22,22	0,30
22,24	0,28
22,27	0,29
22,29	0,28
22,31	0,29
22,34	0,28
22,36	0,29
22,39	0,29
22,41	0,28
22,44	0,28
22,46	0,29
22,49	0,28
22,51	0,28
22,53	0,28
22,56	0,28
22,58	0,30
22,61	0,30
22,63	0,29
22,66	0,31
22,68	0,31
22,71	0,32
22,73	0,30
22,75	0,31
22,78	0,29
22,80	0,32
22,83	0,29
22,85	0,31
22,88	0,28
22,90	0,31
22,93	0,28
22,95	0,31
22,97	0,28
23,00	0,31
23,02	0,27
23,05	0,30
23,07	0,28
23,10	0,30
23,12	0,26
23,15	0,28
23,17	0,27
23,19	0,30
23,22	0,28
23,24	0,29
23,27	0,28
23,29	0,31
23,32	0,30
23,34	0,30
23,36	0,29
23,39	0,30
23,41	0,31
23,44	0,31
23,46	0,30
23,49	0,31
23,51	0,31
23,54	0,31
23,56	0,31
23,58	0,31
23,61	0,31
23,63	0,29
23,66	0,31
23,68	0,30
23,71	0,31
23,73	0,30
23,76	0,31
23,78	0,30
23,80	0,34
23,83	0,31
23,85	0,33
23,88	0,31
23,90	0,35
23,93	0,32
23,95	0,35
23,98	0,32
24,00	0,35
24,02	0,32
24,05	0,35
24,07	0,31
24,10	0,34
24,12	0,31
24,15	0,34
24,17	0,30
24,20	0,33
24,22	0,31
24,24	0,33
24,27	0,30
24,29	0,33
24,32	0,30
24,34	0,33
24,37	0,29
24,39	0,32
24,42	0,31
24,44	0,33
24,46	0,31
24,49	0,34
24,51	0,33
24,54	0,36
24,56	0,34
24,59	0,37
24,61	0,35
24,63	0,37
24,66	0,35
24,68	0,36
24,71	0,34
24,73	0,35
24,76	0,33
24,78	0,34
24,81	0,33
24,83	0,34
24,85	0,32
24,88	0,34
24,90	0,33
24,93	0,33
24,95	0,32
24,98	0,32
25,00	0,33
25,03	0,34
25,05	0,34
25,07	0,33
25,10	0,34
25,12	0,36
25,15	0,37
25,17	0,36
25,20	0,36
25,22	0,37
25,25	0,37
25,27	0,35
25,29	0,35
25,32	0,35
25,34	0,35
25,37	0,34
25,39	0,35
25,42	0,34
25,44	0,36
25,47	0,34
25,49	0,35
25,51	0,35
25,54	0,36
25,56	0,33
25,59	0,34
25,61	0,34
25,64	0,34
25,66	0,32
25,68	0,32
25,71	0,32
25,73	0,35
25,76	0,34
25,78	0,35
25,81	0,35
25,83	0,37
25,86	0,37
25,88	0,36
25,90	0,35
25,93	0,35
25,95	0,34
25,98	0,34
26,00	0,34
26,03	0,34
26,05	0,34
26,08	0,35
26,10	0,35
26,12	0,35
26,15	0,35
26,17	0,34
26,20	0,34
26,22	0,35
26,25	0,34
26,27	0,33
26,30	0,34
26,32	0,34
26,34	0,36
26,37	0,35
26,39	0,35
26,42	0,36
26,44	0,37
26,47	0,37
26,49	0,37
26,52	0,35
26,54	0,36
26,56	0,35
26,59	0,35
26,61	0,34
26,64	0,34
26,66	0,33
26,69	0,34
26,71	0,33
26,73	0,35
26,76	0,33
26,78	0,33
26,81	0,31
26,83	0,33
26,86	0,32
26,88	0,32
26,91	0,30
26,93	0,32
26,95	0,33
26,98	0,35
27,00	0,32
27,03	0,34
27,05	0,34
27,08	0,36
27,10	0,34
27,13	0,35
27,15	0,34
27,17	0,36
27,20	0,34
27,22	0,36
27,25	0,33
27,27	0,36
27,30	0,34
27,32	0,37
27,35	0,34
27,37	0,36
27,39	0,32
27,42	0,35
27,44	0,31
27,47	0,34
27,49	0,31
27,52	0,34
27,54	0,32
27,57	0,37
27,59	0,34
27,61	0,38
27,64	0,35
27,66	0,39
27,69	0,36
27,71	0,39
27,74	0,36
27,76	0,39
27,78	0,36
27,81	0,40
27,83	0,36
27,86	0,39
27,88	0,36
27,91	0,39
27,93	0,37
27,96	0,40
27,98	0,37
28,00	0,38
28,03	0,36
28,05	0,39
28,08	0,37
28,10	0,38
28,13	0,37
28,15	0,39
28,18	0,39
28,20	0,39
28,22	0,38
28,25	0,39
28,27	0,40
28,30	0,40
28,32	0,40
28,35	0,40
28,37	0,41
28,40	0,41
28,42	0,42
28,44	0,40
28,47	0,42
28,49	0,41
28,52	0,42
28,54	0,41
28,57	0,42
28,59	0,40
28,62	0,42
28,64	0,40
28,66	0,42
28,69	0,41
28,71	0,42
28,74	0,40
28,76	0,43
28,79	0,41
28,81	0,42
28,84	0,40
28,86	0,43
28,88	0,42
28,91	0,45
28,93	0,43
28,96	0,45
28,98	0,45
29,01	0,47
29,03	0,45
29,05	0,45
29,08	0,45
29,10	0,45
29,13	0,44
29,15	0,44
29,18	0,45
29,20	0,44
29,23	0,43
29,25	0,43
29,27	0,44
29,30	0,44
29,32	0,43
29,35	0,42
29,37	0,43
29,40	0,43
29,42	0,42
29,45	0,42
29,47	0,42
29,49	0,44
29,52	0,44
29,54	0,44
29,57	0,45
29,59	0,45
29,62	0,45
29,64	0,45
29,67	0,43
29,69	0,44
29,71	0,44
29,74	0,44
29,76	0,44
29,79	0,44
29,81	0,44
29,84	0,44
29,86	0,44
29,89	0,44
29,91	0,43
29,93	0,41
29,96	0,41
29,98	0,41
30,01	0,43
30,03	0,41
30,06	0,41
30,08	0,41
30,10	0,44
30,13	0,44
30,15	0,43
30,18	0,42
30,20	0,43
30,23	0,42
30,25	0,44
30,28	0,40
30,30	0,41
30,32	0,40
30,35	0,41
30,37	0,40
30,40	0,41
30,42	0,39
30,45	0,41
30,47	0,39
30,50	0,42
30,52	0,40
30,54	0,40
30,57	0,38
30,59	0,41
30,62	0,38
30,64	0,40
30,67	0,37
30,69	0,40
30,72	0,40
30,74	0,42
30,76	0,39
30,79	0,41
30,81	0,39
30,84	0,42
30,86	0,38
30,89	0,40
30,91	0,38
30,94	0,41
30,96	0,38
30,98	0,40
31,01	0,38
31,03	0,41
31,06	0,37
31,08	0,39
31,11	0,38
31,13	0,41
31,15	0,37
31,18	0,39
31,20	0,37
31,23	0,39
31,25	0,36
31,28	0,38
31,30	0,35
31,33	0,40
31,35	0,38
31,37	0,40
31,40	0,38
31,42	0,41
31,45	0,40
31,47	0,41
31,50	0,39
31,52	0,41
31,55	0,40
31,57	0,41
31,59	0,40
31,62	0,40
31,64	0,40
31,67	0,40
31,69	0,40
31,72	0,40
31,74	0,40
31,77	0,38
31,79	0,39
31,81	0,38
31,84	0,38
31,86	0,37
31,89	0,38
31,91	0,37
31,94	0,41
31,96	0,39
31,99	0,41
32,01	0,40
32,03	0,44
32,06	0,41
32,08	0,44
32,11	0,41
32,13	0,45
32,16	0,43
32,18	0,47
32,20	0,43
32,23	0,46
32,25	0,43
32,28	0,46
32,30	0,43
32,33	0,47
32,35	0,43
32,38	0,45
32,40	0,43
32,42	0,46
32,45	0,42
32,47	0,45
32,50	0,42
32,52	0,45
32,55	0,44
32,57	0,46
32,60	0,45
32,62	0,48
32,64	0,48
32,67	0,50
32,69	0,49
32,72	0,51
32,74	0,51
32,77	0,50
32,79	0,51
32,82	0,50
32,84	0,50
32,86	0,51
32,89	0,51
32,91	0,50
32,94	0,51
32,96	0,51
32,99	0,50
33,01	0,50
33,04	0,51
33,06	0,51
33,08	0,50
33,11	0,51
33,13	0,52
33,16	0,53
33,18	0,53
33,21	0,52
33,23	0,54
33,26	0,56
33,28	0,56
33,30	0,54
33,33	0,56
33,35	0,56
33,38	0,56
33,40	0,55
33,43	0,54
33,45	0,54
33,47	0,55
33,50	0,55
33,52	0,56
33,55	0,55
33,57	0,56
33,60	0,54
33,62	0,56
33,65	0,55
33,67	0,55
33,69	0,53
33,72	0,53
33,74	0,53
33,77	0,55
33,79	0,53
33,82	0,53
33,84	0,53
33,87	0,56
33,89	0,56
33,91	0,56
33,94	0,55
33,96	0,56
33,99	0,56
34,01	0,56
34,04	0,54
34,06	0,55
34,09	0,53
34,11	0,55
34,13	0,53
34,16	0,55
34,18	0,53
34,21	0,54
34,23	0,53
34,26	0,56
34,28	0,53
34,31	0,54
34,33	0,50
34,35	0,53
34,38	0,50
34,40	0,51
34,43	0,48
34,45	0,50
34,48	0,50
34,50	0,52
34,52	0,49
34,55	0,52
34,57	0,51
34,60	0,53
34,62	0,50
34,65	0,51
34,67	0,49
34,70	0,51
34,72	0,49
34,74	0,50
34,77	0,49
34,79	0,49
34,82	0,48
34,84	0,50
34,87	0,49
34,89	0,50
34,92	0,48
34,94	0,48
34,96	0,48
34,99	0,47
35,01	0,46
35,04	0,45
35,06	0,45
35,09	0,46
35,11	0,46
35,14	0,45
35,16	0,45
35,18	0,45
35,21	0,46
35,23	0,44
35,26	0,44
35,28	0,43
35,31	0,45
35,33	0,43
35,36	0,44
35,38	0,42
35,40	0,45
35,43	0,43
35,45	0,45
35,48	0,42
35,50	0,44
35,53	0,39
35,55	0,42
35,57	0,39
35,60	0,41
35,62	0,38
35,65	0,41
35,67	0,39
35,70	0,44
35,72	0,41
35,75	0,44
35,77	0,42
35,79	0,46
35,82	0,42
35,84	0,45
35,87	0,41
35,89	0,44
35,92	0,41
35,94	0,43
35,97	0,40
35,99	0,43
36,01	0,41
36,04	0,43
36,06	0,40
36,09	0,44
36,11	0,41
36,14	0,43
36,16	0,40
36,19	0,42
36,21	0,41
36,23	0,42
36,26	0,41
36,28	0,42
36,31	0,43
36,33	0,45
36,36	0,44
36,38	0,45
36,41	0,46
36,43	0,46
36,45	0,47
36,48	0,46
36,50	0,48
36,53	0,48
36,55	0,46
36,58	0,46
36,60	0,48
36,62	0,47
36,65	0,48
36,67	0,48
36,70	0,49
36,72	0,52
36,75	0,51
36,77	0,50
36,80	0,52
36,82	0,52
36,84	0,52
36,87	0,52
36,89	0,53
36,92	0,53
36,94	0,54
36,97	0,53
36,99	0,55
37,02	0,56
37,04	0,57
37,06	0,57
37,09	0,59
37,11	0,59
37,14	0,60
37,16	0,59
37,19	0,60
37,21	0,61
37,24	0,62
37,26	0,62
37,28	0,62
37,31	0,63
37,33	0,64
37,36	0,63
37,38	0,63
37,41	0,64
37,43	0,65
37,46	0,64
37,48	0,64
37,50	0,64
37,53	0,65
37,55	0,65
37,58	0,65
37,60	0,66
37,63	0,68
37,65	0,68
37,68	0,68
37,70	0,68
37,72	0,70
37,75	0,70
37,77	0,70
37,80	0,69
37,82	0,70
37,85	0,70
37,87	0,70
37,89	0,70
37,92	0,70
37,94	0,70
37,97	0,70
37,99	0,70
38,02	0,70
38,04	0,69
38,07	0,68
38,09	0,68
38,11	0,68
38,14	0,68
38,16	0,67
38,19	0,67
38,21	0,68
38,24	0,70
38,26	0,70
38,29	0,70
38,31	0,70
38,33	0,71
38,36	0,70
38,38	0,71
38,41	0,69
38,43	0,70
38,46	0,69
38,48	0,70
38,51	0,68
38,53	0,69
38,55	0,66
38,58	0,67
38,60	0,66
38,63	0,67
38,65	0,65
38,68	0,66
38,70	0,63
38,73	0,66
38,75	0,63
38,77	0,64
38,80	0,61
38,82	0,63
38,85	0,62
38,87	0,64
38,90	0,61
38,92	0,64
38,94	0,62
38,97	0,64
38,99	0,61
39,02	0,62
39,04	0,59
39,07	0,62
39,09	0,58
39,12	0,60
39,14	0,57
39,16	0,58
39,19	0,55
39,21	0,57
39,24	0,53
39,26	0,55
39,29	0,51
39,31	0,53
39,34	0,51
39,36	0,53
39,38	0,49
39,41	0,51
39,43	0,49
39,46	0,54
39,48	0,51
39,51	0,53
39,53	0,51
39,56	0,54
39,58	0,51
39,60	0,53
39,63	0,49
39,65	0,51
39,68	0,48
39,70	0,50
39,73	0,47
39,75	0,48
39,78	0,47
39,80	0,47
39,82	0,46
39,85	0,47
39,87	0,46
39,90	0,44
39,92	0,45
39,95	0,45
39,97	0,44
39,99	0,43
40,02	0,43
40,04	0,42
40,07	0,45
40,09	0,43
40,12	0,44
40,14	0,44
40,17	0,46
40,19	0,45
40,21	0,46
40,24	0,44
40,26	0,45
40,29	0,43
40,31	0,44
40,34	0,42
40,36	0,43
40,39	0,43
40,41	0,44
40,43	0,44
40,46	0,45
40,48	0,45
40,51	0,44
40,53	0,43
40,56	0,44
40,58	0,43
40,61	0,43
40,63	0,43
40,65	0,44
40,68	0,45
40,70	0,46
40,73	0,47
40,75	0,48
40,78	0,50
40,80	0,50
40,83	0,50
40,85	0,50
40,87	0,51
40,90	0,51
40,92	0,51
40,95	0,51
40,97	0,52
41,00	0,52
41,02	0,53
41,05	0,53
41,07	0,54
41,09	0,55
41,12	0,54
41,14	0,55
41,17	0,56
41,19	0,56
41,22	0,56
41,24	0,56
41,26	0,58
41,29	0,60
41,31	0,60
41,34	0,61
41,36	0,62
41,39	0,64
41,41	0,65
41,44	0,65
41,46	0,66
41,48	0,67
41,51	0,67
41,53	0,67
41,56	0,67
41,58	0,68
41,61	0,69
41,63	0,69
41,66	0,70
41,68	0,70
41,70	0,72
41,73	0,71
41,75	0,73
41,78	0,73
41,80	0,75
41,83	0,74
41,85	0,75
41,88	0,74
41,90	0,77
41,92	0,76
41,95	0,78
41,97	0,76
42,00	0,81
42,02	0,79
42,05	0,82
42,07	0,80
42,10	0,84
42,12	0,82
42,14	0,86
42,17	0,82
42,19	0,86
42,22	0,83
42,24	0,87
42,27	0,83
42,29	0,86
42,31	0,83
42,34	0,85
42,36	0,83
42,39	0,86
42,41	0,83
42,44	0,85
42,46	0,83
42,49	0,86
42,51	0,84
42,53	0,86
42,56	0,83
